,0,1,2
271,Revonnas,-0.6861734542501738,-2.340887226285453
272,Reyrieux,1.1073385789357162,-2.1478703527322205
273,Reyssouze,-0.6957252010118478,-0.45180642851375324
274,Rignieux-le-Franc,-0.6603462244620419,-1.988333493826866
275,Romans,-0.5378833489751933,-0.2381330366829449
276,Rossillon,-1.1098477286496853,1.2347904755412475
277,Ruffieu,-1.0307052090500062,1.7009163880563323
278,Saint-Alban,-0.7153866403457981,-1.8024077921401027
279,Saint-André-de-Bâgé,-0.6781897621179823,-2.6810305616589223
280,Saint-André-de-Corcy,1.8376036626483012,-1.377765817244832
281,Saint-André-le-Bouchoux,-0.7317146266510522,-2.610705817532982
282,Saint-André-sur-Vieux-Jonc,-0.5130113158568054,-1.560007784870855
283,Saint-Bénigne,0.35292479741832605,-0.5327020666553752
284,Groslée-Saint-Benoit,-0.538416204693682,-0.5892669571020013
285,Saint-Bernard,-0.4722874609169499,-0.5262209333952409
286,Sainte-Croix,-0.37068912382560476,-2.6802460271135344
287,Saint-Cyr-sur-Menthon,-0.46877552754708685,-1.7765712915552765
288,Saint-Denis-lès-Bourg,1.6891696081372063,-0.13918806546447554
289,Saint-Denis-en-Bugey,0.1333262248320336,-0.9366312985261489
290,Saint-Didier-de-Formans,-0.5353719894920251,-2.6117533067092684
291,Saint-Didier-sur-Chalaronne,1.7589737724311236,-0.8882702794319847
292,Saint-Éloi,-0.7256708423272903,-1.8004592832159987
293,Saint-Étienne-du-Bois,1.080994477807298,-0.29959122920662073
294,Saint-Étienne-sur-Chalaronne,-0.24166267837546096,-2.805830895631793
295,Saint-Étienne-sur-Reyssouze,-0.7789648898538515,-0.46610308709379816
296,Sainte-Euphémie,-0.40647729462033144,-3.4720282508866145
297,Saint-Genis-Pouilly,6.53621736645073,-6.542791344992766
298,Saint-Genis-sur-Menthon,-0.8303435971437457,-1.9353237186415573
299,Saint-Georges-sur-Renon,-0.8672227863043408,-1.4169006086865148
300,Saint-Germain-de-Joux,-0.44038986106872086,-2.2652308160588004
301,Saint-Germain-les-Paroisses,-0.7481709224532276,-0.24954527437608862
302,Saint-Germain-sur-Renon,-1.0167228379377562,-1.2854481535122964
303,Saint-Jean-de-Gonville,0.18722515619236932,-5.785177062451706
304,Saint-Jean-de-Niost,-0.6622994791683006,-2.911261710709946
305,Saint-Jean-de-Thurigneux,-0.644876737003075,-2.9866917873558165
306,Saint-Jean-le-Vieux,0.21022893285992308,-1.651122390612953
307,Saint-Jean-sur-Reyssouze,-0.6721357812223743,0.21372421499634794
308,Saint-Jean-sur-Veyle,-0.5777300100932846,-1.3670460403519116
309,Sainte-Julie,-0.6023326228966901,-4.280293606935564
310,Saint-Julien-sur-Reyssouze,-0.5294158307023976,-0.5375957344260986
311,Saint-Julien-sur-Veyle,-0.6774420088052924,-2.9910723543575206
312,Saint-Just,-0.714603371050164,-0.6200415498174118
313,Saint-Laurent-sur-Saône,0.3983733050836227,-1.0412427369010722
314,Saint-Marcel,-0.39211906449520817,-4.031346230746968
315,Saint-Martin-de-Bavel,-0.7984595596161088,-0.6550907969860941
316,Saint-Martin-du-Frêne,-0.39126473997776745,-1.110212934398102
317,Saint-Martin-du-Mont,-0.4405393098695628,-1.950175404480838
318,Saint-Martin-le-Châtel,-0.7586772515608459,-1.7025076902041874
319,Saint-Maurice-de-Beynost,0.782033162695478,-1.6066972422365013
320,Saint-Maurice-de-Gourdans,-0.004248421817938848,-2.883087564447926
321,Saint-Maurice-de-Rémens,-0.5217406975409783,-2.333079141282001
322,Saint-Nizier-le-Bouchoux,-0.8324385087312307,1.848200846091602
323,Saint-Nizier-le-Désert,-0.6558387960636874,-2.857535238907421
324,Sainte-Olive,-0.8846170498037941,-2.8446190150082056
325,Saint-Paul-de-Varax,0.01750902549665732,-1.5504067457503703
326,Saint-Rambert-en-Bugey,1.234043811916133,0.27525343083333287
327,Saint-Rémy,-0.6524700319824444,-2.1221514638084535
328,Saint-Sorlin-en-Bugey,-0.07840319787653527,-1.8315386666651903
329,Saint-Sulpice,-1.0321482648807918,-3.5079045462060066
330,Saint-Trivier-de-Courtes,0.7498750361038875,3.2616783580979667
331,Saint-Trivier-sur-Moignans,0.19899165355406936,-0.6765136596637144
332,Saint-Vulbas,-0.10466644164830684,-2.2155176741997167
333,Salavre,-1.2207772020413994,2.6715935183049195
334,Samognat,-0.8784043650771389,-2.4464721543623598
335,Sandrans,-0.6054464959395781,-3.319659567741521
336,Sault-Brénaz,-0.47540655928898395,-0.9655591950877024
337,Sauverny,-0.27167094851040824,-4.180127561049084
338,Savigneux,-0.40477751008538626,-3.8732356118865505
339,Ségny,0.920196824192404,-5.878293438140938
340,Seillonnaz,-0.895225240015691,-0.062412978075894715
341,Sergy,-0.17904415610207142,-5.269513709061499
342,Sermoyer,-0.7224878803036529,0.6798216804699708
343,Serrières-de-Briord,0.11802938960337185,-0.6265380350956172
344,Serrières-sur-Ain,-1.019712801762447,0.9178549445883343
345,Servas,-0.1668925474456141,-2.615099868100634
346,Servignat,-1.1313467839272966,0.383703243139535
347,Seyssel,0.31514878240194505,-1.3874687656723206
348,Simandre-sur-Suran,-0.7219948032693768,-1.438248038513783
349,Sonthonnax-la-Montagne,-0.9645669801036562,-2.098429176733461
350,Souclin,-0.6619216441295249,-1.9604444686851492
351,Sulignat,-0.45445465785499806,-2.0311664703587726
352,Talissieu,-0.7268647288937888,1.4308560864692712
353,Tenay,-0.13062267056592478,1.0994956541789442
354,Thil,-0.5112798949495161,-2.8185430080216833
355,Thoiry,1.9479147530048486,-5.011469880924899
356,Thoissey,0.9491238287487987,1.1351119636859042
357,Torcieu,-0.4510428229545269,-1.4426038136285877
358,Tossiat,-0.149495176648485,-1.38000923257676
359,Toussieux,-0.5819972828620869,-5.150446819351506
360,Tramoyes,-0.44714280003105056,-3.6370284897871263
361,La Tranclière,-0.896173301692925,-1.187234201327317
362,Val-Revermont,0.06149659322491767,-0.9697744165569291
363,Trévoux,3.565403385900315,-2.437433805153106
364,Valeins,-0.6824120829846312,-2.4800765543536367
365,Vandeins,-0.7455144554361344,-1.9370589230048019
366,Varambon,-0.6427666971221142,-2.502628117769471
367,Vaux-en-Bugey,-0.5467842194694363,-1.4299947686821302
368,Verjon,-0.9708815080850958,-1.2241953736329825
369,Vernoux,-1.0335412651926006,-2.5146672393581952
370,Versailleux,-0.5914569087101161,-4.104982365433742
371,Versonnex,-0.1803911353437303,-4.897825170468467
372,Vesancy,-0.5421355074840363,-3.6469917655032043
373,Vescours,-1.034386352009079,0.0029696727680848275
374,Vésines,-0.8924749041589068,-3.0039216023634827
375,Villars-les-Dombes,2.5787943542713117,-1.2435137454127911
376,Villebois,-0.6117727572900413,-1.304001915392326
377,Villemotier,-0.7387794363591421,-1.491190204868358
378,Villeneuve,-0.38010280677107017,-3.289696442114904
379,Villereversure,-0.27690563952726277,-0.14384170138404395
380,Villes,-0.5746216339997867,-3.899757703666513
381,Villette-sur-Ain,-0.5836501508160505,-2.6766580406335945
382,Villieu-Loyes-Mollon,-0.08031044190313272,-2.683595296050922
383,Viriat,2.808282410531791,-0.8019631926636372
384,Virieu-le-Grand,0.1835755532506069,-0.7151935952450008
385,Arvière-en-Valromey,-0.5614024135818811,0.2846981701722946
386,Virignin,-0.49373051456595224,-2.5196131402616255
387,Vongnes,-1.1990133087830577,2.7415907880046415
388,Vonnas,1.8868687030688638,-0.16731740347214719
389,Abbécourt,-0.7184033479002608,-1.2287207766110029
390,Achery,-0.697416349331633,-0.8314697276682214
391,Acy,-0.7246974471727253,-0.8761843788153689
392,Agnicourt-et-Séchelles,-0.8023897021621532,0.24979169870909707
393,Aguilcourt,-1.0047799006518812,-1.1531113293043465
394,Aisonville-et-Bernoville,-0.8760899585782282,0.3369548056441087
395,Aizelles,-0.9863607374957496,-1.3757217585865615
396,Aizy-Jouy,-0.7653227843314501,-3.330755222815127
397,Alaincourt,-0.7635217846649869,-1.3007379621528041
398,Allemant,-0.8536683638649573,-2.7738401098525953
399,Ambleny,-0.49851811393827206,-0.6124379070447309
400,Ambrief,-1.142907887519656,-2.7587277928368135
401,Amifontaine,-0.4942525260355943,-1.060584623965084
402,Amigny-Rouy,-0.682341697359833,-1.0339910902298084
403,Ancienville,-0.8344146883865773,-1.4283298675906715
404,Andelain,-0.8750356563982225,-1.5790298323704108
405,Anguilcourt-le-Sart,-0.6480189333750903,-1.2869261564371282
406,Anizy-le-Grand,1.3187916368380685,0.1303811308516137
407,Annois,-0.8735039192159618,0.7105062280193347
408,Any-Martin-Rieux,-0.7167020110304938,1.0310453088433738
409,Archon,-0.674656703350858,-0.12329539407320046
410,Arcy-Sainte-Restitue,-0.7581672789908765,-0.32683712046700086
411,Armentières-sur-Ourcq,-0.9848572821261024,-3.219446058031216
412,Arrancy,-0.7645213210126632,0.3645936769069264
413,Artemps,-0.7994694802722607,-1.3752025518783055
414,Assis-sur-Serre,-0.890061960122891,0.8471227472391478
415,Athies-sous-Laon,0.15154330922419149,-0.6340454829805989
416,Attilly,-0.894849949617239,-0.8111433316285543
417,Aubencheul-aux-Bois,-1.0486982420020319,1.6709596224102694
418,Aubenton,-0.10106887556826281,0.7253343210728836
419,Aubigny-aux-Kaisnes,-0.5276950538925822,-1.387680140942179
420,Aubigny-en-Laonnois,-1.0383565848025857,-0.8404521882864157
421,Audignicourt,-0.8069647650460253,-3.0852182519365927
422,Audigny,-0.8422050098287097,-1.2708034207034846
423,Augy,-1.0433985494601823,-0.3971926221776342
424,Aulnois-sous-Laon,-0.009077338843422647,-1.325118988981246
425,Les Autels,-1.1100646947103663,4.118123293441979
426,Autremencourt,-0.5038263880304288,-1.8633687716218201
427,Autreppes,-0.9510266555356301,-0.23153243224912054
428,Autreville,-0.28691607368731126,0.29772831730605903
429,Azy-sur-Marne,-0.9096512792891047,-0.4243489633164874
430,Bagneux,-0.8927294522167247,-0.750340152970892
431,Bancigny,-1.406219126231547,0.19543832290374952
432,Barenton-Bugny,-0.6853786027758757,-1.3677523928634223
433,Barenton-Cel,-0.7228756856613984,-0.5209249620739075
434,Barenton-sur-Serre,-0.8020753791205878,-2.8175869883415805
435,Barisis-aux-Bois,-0.7081791776289108,0.15613570622763434
436,Barzy-en-Thiérache,-0.7998988873097651,-0.41087665492389513
437,Barzy-sur-Marne,-0.8897156585284902,-0.1482304284565084
438,Bassoles-Aulers,-0.9154994133611163,-0.4440483494348825
439,Vallées en Champagne,-0.9116358542303437,-0.4098693507900459
440,Bazoches-sur-Vesles,-0.7968681534945151,-1.5148102171905027
441,Beaumé,-1.0925770100706644,3.093078568212155
442,Beaumont-en-Beine,-0.9776495211995071,-1.4842072781399256
443,Beaurevoir,0.2787437211404325,1.0141703636773498
444,Beaurieux,0.28892338520036837,-1.7638712430594232
445,Beautor,1.3801868935740307,0.5563817135636451
446,Beauvois-en-Vermandois,-1.0408943361828285,-0.19029430638570405
447,Becquigny,-0.766523957430457,-1.2668810730898648
448,Belleau,-0.9881134623545544,-0.4951107261813946
449,Bellenglise,-0.7137709892205875,-1.6913886022544309
450,Belleu,0.8379841811696155,1.6797623763435636
451,Bellicourt,-0.09124778300175429,-0.8697106464654292
452,Benay,-1.0559457133366845,-0.4249906314511077
453,Bergues-sur-Sambre,-1.1036187423622452,0.3003298066839284
454,Berlancourt,-1.1546338270730865,-0.27439164581230074
455,Berlise,-0.9802434702621077,1.0546172683795179
456,Bernot,-0.6415213533760912,-0.026074458157452247
457,Berny-Rivière,-0.6112259013683197,-1.8399653633489716
458,Berrieux,-0.9738885324966021,-2.1670988177483825
459,Berry-au-Bac,-0.5690379953385885,-1.495046170097218
460,Bertaucourt-Epourdon,-0.7179981470817022,-1.4179520026418977
461,Berthenicourt,-1.0450577887622607,-0.5433223581994736
462,Bertricourt,-0.9542707799355032,-2.861309204959835
463,Berzy-le-Sec,-0.7664032695281002,-1.9093703633981176
464,Besmé,-0.539663960311711,-1.719338384396108
465,Besmont,-1.1291965510000046,2.3985810563475023
466,Besny-et-Loizy,-0.8448618135907597,-0.1988188715984382
467,Béthancourt-en-Vaux,-0.6142884622640572,-1.764492276076497
468,Beugneux,-1.0327401468614175,-1.5637147182463351
469,Beuvardes,-0.5679368483079673,-1.5143209056716924
470,Bézu-le-Guéry,-1.0507631619669777,-3.1342599111682032
471,Bézu-Saint-Germain,-0.4603955577698541,-3.2797633349686404
472,Bichancourt,-0.631135261915874,-0.26061323216629834
473,Bieuxy,-1.2311069046821703,-1.9168313757563813
